sanction_id,date_implemented,year,month,imposing_country_code,imposing_country,imposing_region,target_country_code,target_country,restriction_type,affected_technology,severity_level,description,source_reference,is_retaliatory,multilateral,status,economic_impact_usd_bn_est,is_synthetic
SC0249,2019-08-08,2019,8,JP,Japan,Asia-Pacific,TW,Taiwan,Export_Ban,EUV_Lithography,1,[Synthetic] Export_Ban on EUV_Lithography – JP targeting TW (2019),Synthetic/Regulatory Pattern Estimate,1,0,Active,5.6,1
SC0279,2019-08-23,2019,8,FR,France,Europe,PK,Pakistan,Tariff,Gallium_Germanium,5,[Synthetic] Tariff on Gallium_Germanium – FR targeting PK (2019),Synthetic/Regulatory Pattern Estimate,1,1,Active,17.52,1
SC0283,2019-08-24,2019,8,JP,Japan,Asia-Pacific,RU,RU,Export_Ban,Semiconductor_Equipment,2,[Synthetic] Export_Ban on Semiconductor_Equipment – JP targeting RU (2019),Synthetic/Regulatory Pattern Estimate,0,0,Active,17.99,1
SC0285,2019-08-19,2019,8,KR,South Korea,Asia-Pacific,IN,India,Technology_Transfer_Ban,Gallium_Germanium,3,[Synthetic] Technology_Transfer_Ban on Gallium_Germanium – KR targeting IN (2019),Synthetic/Regulatory Pattern Estimate,0,0,Active,4.75,1
SC0291,2019-08-11,2019,8,EU,EU,Europe,TW,Taiwan,Entity_Blacklist,GPU_High_End,5,[Synthetic] Entity_Blacklist on GPU_High_End – EU targeting TW (2019),Synthetic/Regulatory Pattern Estimate,1,1,Active,45.36,1
SC0292,2019-08-10,2019,8,KR,South Korea,Asia-Pacific,SA,Saudi Arabia,Entity_Blacklist,Telecom_5G_Infrastructure,5,[Synthetic] Entity_Blacklist on Telecom_5G_Infrastructure – KR targeting SA (2019),Synthetic/Regulatory Pattern Estimate,1,0,Active,54.34,1
SC0235,2019-09-08,2019,9,DE,Germany,Europe,PK,Pakistan,Export_Ban,Advanced_Logic_Chip,4,[Synthetic] Export_Ban on Advanced_Logic_Chip – DE targeting PK (2019),Synthetic/Regulatory Pattern Estimate,0,1,Active,28.07,1
SC0269,2019-09-25,2019,9,NL,Netherlands,Europe,PK,Pakistan,Export_Ban,Quantum_Computing,4,[Synthetic] Export_Ban on Quantum_Computing – NL targeting PK (2019),Synthetic/Regulatory Pattern Estimate,0,0,Active,24.56,1
SC0273,2019-09-02,2019,9,KR,South Korea,Asia-Pacific,IN,India,Tariff,Advanced_Logic_Chip,3,[Synthetic] Tariff on Advanced_Logic_Chip – KR targeting IN (2019),Synthetic/Regulatory Pattern Estimate,0,1,Active,16.54,1
SC0282,2019-09-21,2019,9,EU,EU,Europe,AE,United Arab Emirates,Export_Ban,Semiconductor_Equipment,4,[Synthetic] Export_Ban on Semiconductor_Equipment – EU targeting AE (2019),Synthetic/Regulatory Pattern Estimate,0,0,Active,17.61,1
SC0284,2019-09-21,2019,9,EU,EU,Europe,AE,United Arab Emirates,Data_Localization,Advanced_Logic_Chip,5,[Synthetic] Data_Localization on Advanced_Logic_Chip – EU targeting AE (2019),Synthetic/Regulatory Pattern Estimate,1,1,Active,21.76,1
SC0290,2019-09-06,2019,9,JP,Japan,Asia-Pacific,IR,IR,Tariff,AI_Accelerator,1,[Synthetic] Tariff on AI_Accelerator – JP targeting IR (2019),Synthetic/Regulatory Pattern Estimate,1,0,Active,8.26,1
SC0006,2019-10-07,2019,10,US,United States,North America,CN,China,Entity_Blacklist,AI_surveillance_facial_recognition,5,Hikvision Dahua SenseTime added to EL,BIS EL 2019,0,0,Active,14.03,0
SC0252,2019-10-23,2019,10,NL,Netherlands,Europe,TW,Taiwan,Export_Ban,Dual_Use_Electronics,2,[Synthetic] Export_Ban on Dual_Use_Electronics – NL targeting TW (2019),Synthetic/Regulatory Pattern Estimate,1,1,Active,3.87,1
SC0254,2019-10-12,2019,10,FR,France,Europe,PK,Pakistan,Tariff,Gallium_Germanium,2,[Synthetic] Tariff on Gallium_Germanium – FR targeting PK (2019),Synthetic/Regulatory Pattern Estimate,1,0,Active,13.44,1
SC0267,2019-10-01,2019,10,NL,Netherlands,Europe,TW,Taiwan,License_Requirement,GPU_High_End,1,[Synthetic] License_Requirement on GPU_High_End – NL targeting TW (2019),Synthetic/Regulatory Pattern Estimate,1,1,Active,8.55,1
SC0271,2019-10-24,2019,10,KR,South Korea,Asia-Pacific,IR,IR,Export_Ban,Gallium_Germanium,4,[Synthetic] Export_Ban on Gallium_Germanium – KR targeting IR (2019),Synthetic/Regulatory Pattern Estimate,0,1,Active,25.78,1
SC0294,2019-10-27,2019,10,US,United States,North America,RU,RU,Tariff,Gallium_Germanium,3,[Synthetic] Tariff on Gallium_Germanium – US targeting RU (2019),Synthetic/Regulatory Pattern Estimate,0,0,Active,8.49,1
SC0295,2019-10-17,2019,10,US,United States,North America,AE,United Arab Emirates,Tariff,Telecom_5G_Infrastructure,3,[Synthetic] Tariff on Telecom_5G_Infrastructure – US targeting AE (2019),Synthetic/Regulatory Pattern Estimate,0,0,Active,13.52,1
SC0300,2019-10-20,2019,10,DE,Germany,Europe,TW,Taiwan,Export_Ban,EUV_Lithography,2,[Synthetic] Export_Ban on EUV_Lithography – DE targeting TW (2019),Synthetic/Regulatory Pattern Estimate,1,0,Active,19.16,1
SC0256,2019-11-12,2019,11,US,United States,North America,CN,China,Tariff,DUV_Lithography,4,[Synthetic] Tariff on DUV_Lithography – US targeting CN (2019),Synthetic/Regulatory Pattern Estimate,1,0,Active,8.2,1
SC0262,2019-11-12,2019,11,DE,Germany,Europe,AE,United Arab Emirates,Tariff,DUV_Lithography,3,[Synthetic] Tariff on DUV_Lithography – DE targeting AE (2019),Synthetic/Regulatory Pattern Estimate,0,0,Active,35.1,1
SC0296,2019-11-22,2019,11,US,United States,North America,IR,IR,Export_Ban,Cloud_AI_Services,4,[Synthetic] Export_Ban on Cloud_AI_Services – US targeting IR (2019),Synthetic/Regulatory Pattern Estimate,0,0,Active,23.02,1
SC0297,2019-11-12,2019,11,JP,Japan,Asia-Pacific,CN,China,License_Requirement,EUV_Lithography,4,[Synthetic] License_Requirement on EUV_Lithography – JP targeting CN (2019),Synthetic/Regulatory Pattern Estimate,1,0,Active,35.41,1
SC0240,2019-12-19,2019,12,NL,Netherlands,Europe,CN,China,Tariff,Gallium_Germanium,4,[Synthetic] Tariff on Gallium_Germanium – NL targeting CN (2019),Synthetic/Regulatory Pattern Estimate,0,1,Active,4.71,1
SC0243,2019-12-19,2019,12,EU,EU,Europe,TW,Taiwan,Tariff,AI_Accelerator,1,[Synthetic] Tariff on AI_Accelerator – EU targeting TW (2019),Synthetic/Regulatory Pattern Estimate,0,0,Active,2.52,1
SC0251,2019-12-05,2019,12,KR,South Korea,Asia-Pacific,IR,IR,Tariff,EUV_Lithography,3,[Synthetic] Tariff on EUV_Lithography – KR targeting IR (2019),Synthetic/Regulatory Pattern Estimate,1,0,Active,19.7,1
SC0266,2019-12-14,2019,12,JP,Japan,Asia-Pacific,CN,China,Tariff,DUV_Lithography,3,[Synthetic] Tariff on DUV_Lithography – JP targeting CN (2019),Synthetic/Regulatory Pattern Estimate,1,1,Active,8.99,1
SC0274,2019-12-02,2019,12,US,United States,North America,IN,India,Data_Localization,GPU_High_End,1,[Synthetic] Data_Localization on GPU_High_End – US targeting IN (2019),Synthetic/Regulatory Pattern Estimate,1,0,Active,6.55,1
SC0277,2019-12-25,2019,12,EU,EU,Europe,AE,United Arab Emirates,Tariff,HBM_Memory,3,[Synthetic] Tariff on HBM_Memory – EU targeting AE (2019),Synthetic/Regulatory Pattern Estimate,1,1,Active,31.85,1
SC0293,2019-12-16,2019,12,KR,South Korea,Asia-Pacific,PK,Pakistan,Export_Ban,EUV_Lithography,5,[Synthetic] Export_Ban on EUV_Lithography – KR targeting PK (2019),Synthetic/Regulatory Pattern Estimate,0,0,Active,28.79,1
SC0299,2019-12-14,2019,12,KR,South Korea,Asia-Pacific,IR,IR,Technology_Transfer_Ban,Semiconductor_Equipment,2,[Synthetic] Technology_Transfer_Ban on Semiconductor_Equipment – KR targeting IR (2019),Synthetic/Regulatory Pattern Estimate,1,1,Active,8.95,1
SC0315,2020-01-16,2020,1,EU,EU,Europe,TW,Taiwan,Data_Localization,Semiconductor_Equipment,3,[Synthetic] Data_Localization on Semiconductor_Equipment – EU targeting TW (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,32.09,1
SC0330,2020-01-22,2020,1,JP,Japan,Asia-Pacific,TW,Taiwan,Technology_Transfer_Ban,AI_Training_Data,1,[Synthetic] Technology_Transfer_Ban on AI_Training_Data – JP targeting TW (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,11.05,1
SC0339,2020-01-14,2020,1,FR,France,Europe,CN,China,Export_Ban,Advanced_Logic_Chip,4,[Synthetic] Export_Ban on Advanced_Logic_Chip – FR targeting CN (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,33.51,1
SC0340,2020-01-02,2020,1,DE,Germany,Europe,IR,IR,Entity_Blacklist,Cloud_AI_Services,3,[Synthetic] Entity_Blacklist on Cloud_AI_Services – DE targeting IR (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,17.82,1
SC0362,2020-01-09,2020,1,JP,Japan,Asia-Pacific,TW,Taiwan,Tariff,AI_Training_Data,5,[Synthetic] Tariff on AI_Training_Data – JP targeting TW (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,41.92,1
SC0376,2020-01-21,2020,1,KR,South Korea,Asia-Pacific,CN,China,Entity_Blacklist,AI_Training_Data,4,[Synthetic] Entity_Blacklist on AI_Training_Data – KR targeting CN (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,35.54,1
SC0386,2020-01-10,2020,1,DE,Germany,Europe,TW,Taiwan,Tariff,DUV_Lithography,5,[Synthetic] Tariff on DUV_Lithography – DE targeting TW (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,41.28,1
SC0312,2020-02-18,2020,2,KR,South Korea,Asia-Pacific,IN,India,Data_Localization,EUV_Lithography,1,[Synthetic] Data_Localization on EUV_Lithography – KR targeting IN (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,11.17,1
SC0318,2020-02-01,2020,2,DE,Germany,Europe,PK,Pakistan,Technology_Transfer_Ban,Telecom_5G_Infrastructure,4,[Synthetic] Technology_Transfer_Ban on Telecom_5G_Infrastructure – DE targeting PK (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,20.6,1
SC0326,2020-02-25,2020,2,NL,Netherlands,Europe,RU,RU,Data_Localization,AI_Accelerator,4,[Synthetic] Data_Localization on AI_Accelerator – NL targeting RU (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,8.97,1
SC0331,2020-02-05,2020,2,FR,France,Europe,PK,Pakistan,License_Requirement,Advanced_Logic_Chip,5,[Synthetic] License_Requirement on Advanced_Logic_Chip – FR targeting PK (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,25.24,1
SC0335,2020-02-04,2020,2,EU,EU,Europe,IR,IR,Tariff,Gallium_Germanium,4,[Synthetic] Tariff on Gallium_Germanium – EU targeting IR (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,29.29,1
SC0336,2020-02-24,2020,2,NL,Netherlands,Europe,CN,China,Export_Ban,AI_Accelerator,4,[Synthetic] Export_Ban on AI_Accelerator – NL targeting CN (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,28.67,1
SC0345,2020-02-14,2020,2,JP,Japan,Asia-Pacific,RU,RU,Data_Localization,HBM_Memory,4,[Synthetic] Data_Localization on HBM_Memory – JP targeting RU (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,5.95,1
SC0353,2020-02-19,2020,2,JP,Japan,Asia-Pacific,SA,Saudi Arabia,Technology_Transfer_Ban,Advanced_Logic_Chip,2,[Synthetic] Technology_Transfer_Ban on Advanced_Logic_Chip – JP targeting SA (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,3.19,1
SC0381,2020-02-15,2020,2,FR,France,Europe,AE,United Arab Emirates,Tariff,Semiconductor_Equipment,2,[Synthetic] Tariff on Semiconductor_Equipment – FR targeting AE (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,15.04,1
SC0387,2020-02-01,2020,2,JP,Japan,Asia-Pacific,IR,IR,Technology_Transfer_Ban,EUV_Lithography,3,[Synthetic] Technology_Transfer_Ban on EUV_Lithography – JP targeting IR (2020),Synthetic/Regulatory Pattern Estimate,1,1,Active,6.25,1
SC0309,2020-03-02,2020,3,NL,Netherlands,Europe,IN,India,Tariff,HBM_Memory,4,[Synthetic] Tariff on HBM_Memory – NL targeting IN (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,12.92,1
SC0316,2020-03-23,2020,3,FR,France,Europe,IN,India,Tariff,GPU_High_End,1,[Synthetic] Tariff on GPU_High_End – FR targeting IN (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,11.07,1
SC0322,2020-03-28,2020,3,JP,Japan,Asia-Pacific,IN,India,Tariff,Cloud_AI_Services,5,[Synthetic] Tariff on Cloud_AI_Services – JP targeting IN (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,10.92,1
SC0325,2020-03-27,2020,3,KR,South Korea,Asia-Pacific,PK,Pakistan,Data_Localization,Advanced_Logic_Chip,4,[Synthetic] Data_Localization on Advanced_Logic_Chip – KR targeting PK (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,16.59,1
SC0337,2020-03-10,2020,3,DE,Germany,Europe,IN,India,Export_Ban,Telecom_5G_Infrastructure,1,[Synthetic] Export_Ban on Telecom_5G_Infrastructure – DE targeting IN (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,9.46,1
SC0344,2020-03-27,2020,3,US,United States,North America,CN,China,Data_Localization,HBM_Memory,5,[Synthetic] Data_Localization on HBM_Memory – US targeting CN (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,50.07,1
SC0347,2020-03-01,2020,3,US,United States,North America,IN,India,Data_Localization,GPU_High_End,4,[Synthetic] Data_Localization on GPU_High_End – US targeting IN (2020),Synthetic/Regulatory Pattern Estimate,1,1,Active,29.16,1
SC0358,2020-03-24,2020,3,NL,Netherlands,Europe,AE,United Arab Emirates,Tariff,Advanced_Logic_Chip,4,[Synthetic] Tariff on Advanced_Logic_Chip – NL targeting AE (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,6.29,1
SC0367,2020-03-07,2020,3,NL,Netherlands,Europe,PK,Pakistan,Tariff,Gallium_Germanium,4,[Synthetic] Tariff on Gallium_Germanium – NL targeting PK (2020),Synthetic/Regulatory Pattern Estimate,1,1,Active,36.29,1
SC0380,2020-03-13,2020,3,DE,Germany,Europe,IN,India,License_Requirement,Dual_Use_Electronics,2,[Synthetic] License_Requirement on Dual_Use_Electronics – DE targeting IN (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,8.93,1
SC0314,2020-04-26,2020,4,FR,France,Europe,AE,United Arab Emirates,Export_Ban,Advanced_Logic_Chip,4,[Synthetic] Export_Ban on Advanced_Logic_Chip – FR targeting AE (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,7.62,1
SC0346,2020-04-08,2020,4,KR,South Korea,Asia-Pacific,AE,United Arab Emirates,Tariff,Dual_Use_Electronics,1,[Synthetic] Tariff on Dual_Use_Electronics – KR targeting AE (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,4.53,1
SC0384,2020-04-28,2020,4,NL,Netherlands,Europe,AE,United Arab Emirates,Tariff,Semiconductor_Equipment,4,[Synthetic] Tariff on Semiconductor_Equipment – NL targeting AE (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,8.26,1
SC0010,2020-05-15,2020,5,US,United States,North America,CN,China,Export_Ban,Advanced_Logic_TSMC_Huawei,5,FDPR Foreign Direct Product Rule targeting Huawei,BIS FDPR 2020,0,0,Active,36.41,0
SC0308,2020-05-06,2020,5,KR,South Korea,Asia-Pacific,CN,China,Export_Ban,EUV_Lithography,3,[Synthetic] Export_Ban on EUV_Lithography – KR targeting CN (2020),Synthetic/Regulatory Pattern Estimate,1,1,Active,21.78,1
SC0329,2020-05-28,2020,5,FR,France,Europe,RU,RU,License_Requirement,DUV_Lithography,1,[Synthetic] License_Requirement on DUV_Lithography – FR targeting RU (2020),Synthetic/Regulatory Pattern Estimate,1,1,Active,2.81,1
SC0341,2020-05-23,2020,5,DE,Germany,Europe,TW,Taiwan,License_Requirement,Gallium_Germanium,1,[Synthetic] License_Requirement on Gallium_Germanium – DE targeting TW (2020),Synthetic/Regulatory Pattern Estimate,1,1,Active,10.8,1
SC0348,2020-05-01,2020,5,FR,France,Europe,RU,RU,Technology_Transfer_Ban,Dual_Use_Electronics,1,[Synthetic] Technology_Transfer_Ban on Dual_Use_Electronics – FR targeting RU (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,8.94,1
SC0355,2020-05-20,2020,5,DE,Germany,Europe,RU,RU,Technology_Transfer_Ban,AI_Training_Data,5,[Synthetic] Technology_Transfer_Ban on AI_Training_Data – DE targeting RU (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,42.87,1
SC0369,2020-05-26,2020,5,KR,South Korea,Asia-Pacific,AE,United Arab Emirates,Entity_Blacklist,HBM_Memory,4,[Synthetic] Entity_Blacklist on HBM_Memory – KR targeting AE (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,38.53,1
SC0379,2020-05-06,2020,5,EU,EU,Europe,TW,Taiwan,Data_Localization,Telecom_5G_Infrastructure,3,[Synthetic] Data_Localization on Telecom_5G_Infrastructure – EU targeting TW (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,7.87,1
SC0013,2020-06-29,2020,6,IN,India,South Asia,CN,China,Export_Ban,Chinese_apps_data_services,3,India bans TikTok and 58 Chinese apps,India MeitY 2020,0,0,Active,43.16,0
SC0327,2020-06-23,2020,6,NL,Netherlands,Europe,IR,IR,Tariff,Cloud_AI_Services,1,[Synthetic] Tariff on Cloud_AI_Services – NL targeting IR (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,1.72,1
SC0332,2020-06-07,2020,6,NL,Netherlands,Europe,PK,Pakistan,Data_Localization,DUV_Lithography,5,[Synthetic] Data_Localization on DUV_Lithography – NL targeting PK (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,41.88,1
SC0349,2020-06-19,2020,6,FR,France,Europe,RU,RU,Export_Ban,Telecom_5G_Infrastructure,4,[Synthetic] Export_Ban on Telecom_5G_Infrastructure – FR targeting RU (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,28.21,1
SC0350,2020-06-16,2020,6,KR,South Korea,Asia-Pacific,AE,United Arab Emirates,Data_Localization,EUV_Lithography,5,[Synthetic] Data_Localization on EUV_Lithography – KR targeting AE (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,48.24,1
SC0366,2020-06-27,2020,6,US,United States,North America,IN,India,License_Requirement,Telecom_5G_Infrastructure,2,[Synthetic] License_Requirement on Telecom_5G_Infrastructure – US targeting IN (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,12.7,1
SC0328,2020-07-10,2020,7,DE,Germany,Europe,PK,Pakistan,Technology_Transfer_Ban,Dual_Use_Electronics,3,[Synthetic] Technology_Transfer_Ban on Dual_Use_Electronics – DE targeting PK (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,27.94,1
SC0359,2020-07-09,2020,7,KR,South Korea,Asia-Pacific,AE,United Arab Emirates,Tariff,AI_Training_Data,2,[Synthetic] Tariff on AI_Training_Data – KR targeting AE (2020),Synthetic/Regulatory Pattern Estimate,1,1,Active,4.18,1
SC0360,2020-07-08,2020,7,FR,France,Europe,AE,United Arab Emirates,Export_Ban,EUV_Lithography,2,[Synthetic] Export_Ban on EUV_Lithography – FR targeting AE (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,17.44,1
SC0364,2020-07-12,2020,7,JP,Japan,Asia-Pacific,PK,Pakistan,Export_Ban,Advanced_Logic_Chip,2,[Synthetic] Export_Ban on Advanced_Logic_Chip – JP targeting PK (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,20.76,1
SC0372,2020-07-09,2020,7,DE,Germany,Europe,CN,China,Tariff,AI_Accelerator,2,[Synthetic] Tariff on AI_Accelerator – DE targeting CN (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,14.98,1
SC0011,2020-08-17,2020,8,US,United States,North America,CN,China,Entity_Blacklist,Foundry_services_AI_chips,5,SMIC added to Entity List – restricts 10nm and below,BIS EL 2020,0,0,Active,12.91,0
SC0313,2020-08-14,2020,8,JP,Japan,Asia-Pacific,IN,India,Data_Localization,EUV_Lithography,1,[Synthetic] Data_Localization on EUV_Lithography – JP targeting IN (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,2.97,1
SC0334,2020-08-22,2020,8,DE,Germany,Europe,IN,India,License_Requirement,Gallium_Germanium,5,[Synthetic] License_Requirement on Gallium_Germanium – DE targeting IN (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,18.22,1
SC0342,2020-08-18,2020,8,FR,France,Europe,IR,IR,Entity_Blacklist,Cloud_AI_Services,1,[Synthetic] Entity_Blacklist on Cloud_AI_Services – FR targeting IR (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,7.85,1
SC0351,2020-08-21,2020,8,DE,Germany,Europe,AE,United Arab Emirates,Export_Ban,Cloud_AI_Services,2,[Synthetic] Export_Ban on Cloud_AI_Services – DE targeting AE (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,8.22,1
SC0361,2020-08-16,2020,8,EU,EU,Europe,SA,Saudi Arabia,License_Requirement,Advanced_Logic_Chip,1,[Synthetic] License_Requirement on Advanced_Logic_Chip – EU targeting SA (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,5.05,1
SC0373,2020-08-21,2020,8,EU,EU,Europe,TW,Taiwan,Data_Localization,Telecom_5G_Infrastructure,4,[Synthetic] Data_Localization on Telecom_5G_Infrastructure – EU targeting TW (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,36.61,1
SC0374,2020-08-16,2020,8,EU,EU,Europe,PK,Pakistan,License_Requirement,HBM_Memory,4,[Synthetic] License_Requirement on HBM_Memory – EU targeting PK (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,18.04,1
SC0012,2020-09-26,2020,9,US,United States,North America,CN,China,Export_Ban,Semiconductor_manufacturing_advanced,5,Expanded FDPR to additional Chinese companies,BIS 2020,0,0,Active,72.24,0
SC0310,2020-09-21,2020,9,JP,Japan,Asia-Pacific,SA,Saudi Arabia,Export_Ban,Cloud_AI_Services,2,[Synthetic] Export_Ban on Cloud_AI_Services – JP targeting SA (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,8.44,1
SC0311,2020-09-11,2020,9,FR,France,Europe,TW,Taiwan,Data_Localization,AI_Training_Data,3,[Synthetic] Data_Localization on AI_Training_Data – FR targeting TW (2020),Synthetic/Regulatory Pattern Estimate,1,1,Active,25.89,1
SC0323,2020-09-07,2020,9,EU,EU,Europe,CN,China,Tariff,Semiconductor_Equipment,2,[Synthetic] Tariff on Semiconductor_Equipment – EU targeting CN (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,2.84,1
SC0324,2020-09-28,2020,9,US,United States,North America,AE,United Arab Emirates,Technology_Transfer_Ban,HBM_Memory,5,[Synthetic] Technology_Transfer_Ban on HBM_Memory – US targeting AE (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,16.47,1
SC0354,2020-09-26,2020,9,KR,South Korea,Asia-Pacific,SA,Saudi Arabia,Tariff,Advanced_Logic_Chip,5,[Synthetic] Tariff on Advanced_Logic_Chip – KR targeting SA (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,36.53,1
SC0365,2020-09-22,2020,9,FR,France,Europe,PK,Pakistan,Tariff,Gallium_Germanium,1,[Synthetic] Tariff on Gallium_Germanium – FR targeting PK (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,2.89,1
SC0368,2020-09-12,2020,9,US,United States,North America,IR,IR,Export_Ban,HBM_Memory,5,[Synthetic] Export_Ban on HBM_Memory – US targeting IR (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,47.57,1
SC0375,2020-09-03,2020,9,KR,South Korea,Asia-Pacific,SA,Saudi Arabia,Data_Localization,Advanced_Logic_Chip,5,[Synthetic] Data_Localization on Advanced_Logic_Chip – KR targeting SA (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,10.76,1
SC0343,2020-10-22,2020,10,DE,Germany,Europe,RU,RU,Data_Localization,Telecom_5G_Infrastructure,3,[Synthetic] Data_Localization on Telecom_5G_Infrastructure – DE targeting RU (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,35.68,1
SC0352,2020-10-13,2020,10,US,United States,North America,SA,Saudi Arabia,Tariff,Dual_Use_Electronics,1,[Synthetic] Tariff on Dual_Use_Electronics – US targeting SA (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,3.02,1
SC0356,2020-10-16,2020,10,KR,South Korea,Asia-Pacific,TW,Taiwan,Tariff,AI_Training_Data,4,[Synthetic] Tariff on AI_Training_Data – KR targeting TW (2020),Synthetic/Regulatory Pattern Estimate,1,1,Active,18.35,1
SC0357,2020-10-24,2020,10,FR,France,Europe,RU,RU,Export_Ban,Cloud_AI_Services,2,[Synthetic] Export_Ban on Cloud_AI_Services – FR targeting RU (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,15.5,1
SC0378,2020-10-22,2020,10,NL,Netherlands,Europe,TW,Taiwan,License_Requirement,Telecom_5G_Infrastructure,3,[Synthetic] License_Requirement on Telecom_5G_Infrastructure – NL targeting TW (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,8.49,1
SC0382,2020-10-09,2020,10,FR,France,Europe,RU,RU,Entity_Blacklist,AI_Accelerator,3,[Synthetic] Entity_Blacklist on AI_Accelerator – FR targeting RU (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,14.83,1
SC0385,2020-10-07,2020,10,DE,Germany,Europe,AE,United Arab Emirates,Tariff,Quantum_Computing,2,[Synthetic] Tariff on Quantum_Computing – DE targeting AE (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,8.39,1
SC0319,2020-11-17,2020,11,US,United States,North America,CN,China,Export_Ban,Gallium_Germanium,1,[Synthetic] Export_Ban on Gallium_Germanium – US targeting CN (2020),Synthetic/Regulatory Pattern Estimate,1,0,Active,8.26,1
SC0320,2020-11-01,2020,11,US,United States,North America,SA,Saudi Arabia,Export_Ban,Telecom_5G_Infrastructure,1,[Synthetic] Export_Ban on Telecom_5G_Infrastructure – US targeting SA (2020),Synthetic/Regulatory Pattern Estimate,0,1,Active,4.63,1
SC0321,2020-11-12,2020,11,NL,Netherlands,Europe,TW,Taiwan,Export_Ban,AI_Accelerator,2,[Synthetic] Export_Ban on AI_Accelerator – NL targeting TW (2020),Synthetic/Regulatory Pattern Estimate,1,1,Active,21.3,1
SC0338,2020-11-16,2020,11,NL,Netherlands,Europe,SA,Saudi Arabia,Technology_Transfer_Ban,Cloud_AI_Services,3,[Synthetic] Technology_Transfer_Ban on Cloud_AI_Services – NL targeting SA (2020),Synthetic/Regulatory Pattern Estimate,1,1,Active,28.01,1
SC0371,2020-11-23,2020,11,DE,Germany,Europe,SA,Saudi Arabia,Data_Localization,Telecom_5G_Infrastructure,1,[Synthetic] Data_Localization on Telecom_5G_Infrastructure – DE targeting SA (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,3.12,1
SC0377,2020-11-10,2020,11,DE,Germany,Europe,AE,United Arab Emirates,Data_Localization,Dual_Use_Electronics,1,[Synthetic] Data_Localization on Dual_Use_Electronics – DE targeting AE (2020),Synthetic/Regulatory Pattern Estimate,0,0,Active,4.3,1
